,AugmTitle
406,"'[HTML][HTML] Occurrence, treatment protocols, and outcomes of colic in horses within Nairobi County, Kenya', '… Equine colic episodes will often resolve spontaneously or after medical treatment. \nHowever, colic emanating from impaction and/or intestinal displacements, especially with …'"
407,"'Arterionecrosis of the equine mesentery in naturally occurring endotoxaemia', 'This report describes the mesenteric arteriolar lesions in a Thoroughbred racehorse with \nendotoxaemia due to colic. The vascular lesions consisted of a striking loss of medial smooth …'"
408,"'Perioperative antibiotics prophylaxis in equine surgical colic patients-are we doing the right thing?', 'We may also use digital footprint connection information such as your IP address and other \ntechnical identifiers, to collect usage data, click stream data, and information about the pages …'"
409,"'The changing costs of hospital treatment for colic: a preliminary audit', '… This study investigated how the costs of treatment for equine colic at a single university \nreferral hospital have changed over a 10‐year period between 2003 and 2013. The aim was to …'"
410,"'[PDF][PDF] Risk Factors Associated with Impaction Colic in Horses at North Western Area of Libya', '… Firstly, descriptive statistics and distribution of risk factors among cases of equine colic were \npresented. Association between the occurrence of colic and the potential risk factors were …'"
411,"'[CITATION][C] Equine colic: IV. Diagnosis: determining the need for emergency abdominal surgery', ''"
412,"'[CITATION][C] Risk factors for equine colic identified by means of a multicentered case-control study', ''"
413,"'Clinical and intestinal histologic features of horses treated for recurrent colic: 66 cases (2006–2015)', 'OBJECTIVE To describe gastrointestinal histologic findings for horses with recurrent colic \nand evaluate possible associations between initial clinical signs, biopsy method, histologic …'"
414,"'Colic after swimming exercise in racehorses: An investigation of incidence, management, surgical findings and outcome', 'The incidence of colic following swimming exercise (SC) in a racehorse population examined \nover 3 years was 0.08%. Following 167,977 swims, 136 cases were reported. Colic …'"
415,"'[CITATION][C] Serum phospholipase A2 as a prognostic variable in equine colic', ''"
416,"'Observer variation in equine abdominal auscultation', '… (1983a) Prognosis in equine colic: a comparative study of variables used to assess … This \npaper was presented at the Third Equine Colic Research Symposium in Athens, Georgia 1st-3rd …'"
417,"'Preventing and treating colic in your horse', 'Colic is a general term given for any abdominal pain. There are many types and causes of \ncolic, as well as predisposing factors. Digestive colic, the true form of colic, can be caused by …'"
418,"'Vascular injury associated with naturally occurring strangulating obstructions of the equine large colon', 'Ten horses were euthanatized before, during, or after surgery to correct severe volvulus of \nthe large colon. At surgery, the colonic serosa changed from blue‐gray, blue or purple toward …'"
419,"'Evidence of myocardial injury in horses with colic', '… The clinical outcome or prognosis of equine colic patients largely depends on the severity of \n… In a recent study, about 53% of equine colic patients had an abnormal cTnI concentration at …'"
420,"'PROTEIN C ACTS AS AN ACUTE PHASE REACTANT IN EQUINE LAMINITIS', 'Equine Colic Syndrome is a disease of horses whose complications include laminatis.This … \nof elements of intravascular thrombosis and fibrinolysis in the equine colic syndrome. …'"
421,"'[CITATION][C] When equine colic calls for surgical intervention', 'When equine colic calls for surgical intervention … When equine colic calls for surgical \nintervention [1987] … ""When equine colic calls for surgical intervention""@eng …'"
422,"'Prevalence of intra‐abdominal hypertension in horses with colic', 'Objective To determine an abdominal pressure cutoff value for intra‐abdominal hypertension \n(IAH) in the horse and characterize IAH in horses with acute colic. Design Prospective …'"
423,"'[CITATION][C] Whats new in colic surgery and postoperative care?', ''"
424,"'Association between hyperglycemia and survival in 228 horses with acute gastrointestinal disease', '… The relationships between variables of interest and equine colic death (yes/no) were \nevaluated using logistic regression. b For continuous variables (age, duration, glucose, heart rate, …'"
425,"'Acute‐phase proteins as diagnostic markers in horses with colic', '… Because of the acute nature of equine colic and the need for rapid decision making, a \nbiomarker will only be useful diagnostically if the analysis can be performed on a single sample …'"
426,"'Equine large intestinal volvulus a review of 124 cases', '… University of Georgia: Proceedings of the Equine Colic Research Symposium, 1982:26172. … \nUniversity ofGeorgia: Proceedings of the Equine Colic Research Symposium, 1982:79-87. …'"
427,"""Aspiration pneumonitis (Mendelson's syndrome) as perianaesthetic complication occurring in two horses: A case report"", '… Aspiration pneumonitis should be regarded as a life-threatening, although rare, perianaesthetic \ncomplication in equine colic cases. Patency of the cardia and increased intra-abdominal …'"
428,"'[PDF][PDF] Study on prevalence and risk factors associated with colic in horses', '… Equine colic is a significant problem and the most common cause of death. It is a multifactorial \nand complex disorder. It ranges from a harmless temporary large intestine impaction to …'"
429,"'[PDF][PDF] Evaluation of Diagnostic, Prognostic Indicators and Surgical Outcome in 20 Cases Treated for Equine Intestinal Colic', '… surgery is not popular because there is lack of infrastructure, manpower and expertise \ntherefore, there is a need to conduct clinical studies to document outcome of equine colic cases …'"
430,"'[CITATION][C] Studies on the clinical usefulness of indirectly measured blood pressure in the horse, with special reference to prognoses in cases of equine colic', 'Studies on the clinical usefulness of indirectly measured blood pressure in the horse, with \nspecial reference to prognoses in cases of equine colic … Studies on the clinical usefulness\xa0…'"
431,"'Colic, update and advances', 'Colic as the most important equine disease requires emergency intervention to save patient’s \nlife. Early diagnosis, management, and, treatment of affected horses will improve …'"
432,"'[CITATION][C] THE RATIONAL TEEATMENT OP EQUINE COLIC', '… How dangerous we do not, know because in all the work that has been done on equine \ncolic there has been an insufficient series of experiments to prove to what extent, if at all, …'"
433,"'The bacterial community of the horse gastrointestinal tract and its relation to fermentative acidosis, laminitis, colic, and stomach ulcers', 'Fermentation in the hindgut of the horse is similar to that in the rumen, resulting in the production \nof short-chain volatile fatty acids (VFAs), mainly acetic, propionic, and butyric acids. The …'"
434,"'Effects of blood contamination on peritoneal D‐dimer concentration in horses with colic', '… This study was partially presented at the 9th International Equine Colic Research … \nProceedings of the 8th International Equine Colic Research Symposium. Quebec, Canada; …'"
