Title,TruncAbstr,AugmTitle,Info
"[CITATION][C] Pediatric clinical gastroenterology: By A. Silverman and CC Roy. 971 pp., 548 illustrations, $66.00. The CV Mosby Company, St. Louis, Missouri, 1983",,"('[CITATION][C] Pediatric clinical gastroenterology: By A. Silverman and CC Roy. 971 pp., 548 illustrations, $66.00. The CV Mosby Company, St. Louis, Missouri, 1983', '')",IM Rosenthal - 1983 - WB Saunders
[PDF][PDF] Guidelines for Assessment of Suspected Physical Abuse of a Child,"… , is associated with lower reported infant colic. In addition, the … tions were also protective 
against infant colic: “How much of … reduce the stress associated with infant colic may reduce the …","('[PDF][PDF] Guidelines for Assessment of Suspected Physical Abuse of a Child', '… , is associated with lower reported infant colic. In addition, the … tions were also protective \nagainst infant colic: “How much of … reduce the stress associated with infant colic may reduce the …')",C MALTREATMENT - centerforthestudyoftraumaticstress …
Eski Soruna Yeni Bir Bakış: İnfantil Kolik,"… Improvement of symptoms in infant colic following reduction of lactose load with lactase. J 
… Examination of the effect of born free active flow baby bottles on infant colic. Gastroenterol …","('Eski Soruna Yeni Bir Bakış: İnfantil Kolik', '… Improvement of symptoms in infant colic following reduction of lactose load with lactase. J \n… Examination of the effect of born free active flow baby bottles on infant colic. Gastroenterol …')","G Gökçay - Çocuk Dergisi, 2017 - iupress.istanbul.edu.tr"
O uso da massagem para alívio de cólicas e gases em recém-nascidos [The use of massage to relieve colic and gases in newborns],"… Another cause of variation may be the definition of infant colic studies 5.11 . Infant colic is … 
Recently, we developed a colic measurement tool more sophisticated, the Infant Colic Scale …","('O uso da massagem para alívio de cólicas e gases em recém-nascidos [The use of massage to relieve colic and gases in newborns]', '… Another cause of variation may be the definition of infant colic studies 5.11 . Infant colic is … \nRecently, we developed a colic measurement tool more sophisticated, the Infant Colic Scale …')","EM Ramos, LF da Silva, EG Cursino… - Revista …, 2014 - e-publicacoes.uerj.br"
Revisión sistemática: tratamiento nutricional del cólico del lactante (y II),"… Infant colic is a common problem for which there is still no definitive treatment, despite the … 
The aim of this report is to present a systematic review of the dietary treatment of infant colic in …","('Revisión sistemática: tratamiento nutricional del cólico del lactante (y II)', '… Infant colic is a common problem for which there is still no definitive treatment, despite the … \nThe aim of this report is to present a systematic review of the dietary treatment of infant colic in …')","P Polo Martín, S Caballero Balanzá… - Acta pediatr …, 2008 - pesquisa.bvsalud.org"
Soy protein infant formulae and follow-on formulae: a commentary by the ESPGHAN Committee on Nutrition,"This comment by the European Society for Paediatric Gastroenterology Hepatology and 
Nutrition (ESPGHAN) Committee on Nutrition summarizes available information on the …","('Soy protein infant formulae and follow-on formulae: a commentary by the ESPGHAN Committee on Nutrition', 'This comment by the European Society for Paediatric Gastroenterology Hepatology and \nNutrition (ESPGHAN) Committee on Nutrition summarizes available information on the …')","C Agostoni, I Axelsson, O Goulet… - Journal of pediatric …, 2006 - journals.lww.com"
[HTML][HTML] Parent to Baby Emotions: Parental Immediate Emotional Reactions towards Infant Crying,"… Many researchers have been interested in infant crying or infant colic. Early scales such as 
the Parental Diary of Infant Cry and Fuss Behavior (Barr et al., 1988) [25], the Crying Pattern …","('[HTML][HTML] Parent to Baby Emotions: Parental Immediate Emotional Reactions towards Infant Crying', '… Many researchers have been interested in infant crying or infant colic. Early scales such as \nthe Parental Diary of Infant Cry and Fuss Behavior (Barr et al., 1988) [25], the Crying Pattern …')","A Hada, M Imura, T Kitamura - The Open …, 2021 - openpsychologyjournal.com"
Predicting infant crying from fetal movement data: an exploratory study,"… This phenomenon, often known as infant `colic', has a substantial impact on parents and the 
health services and has attracted … Infant colic: a transient condition with no apparent effects …","('Predicting infant crying from fetal movement data: an exploratory study', ""… This phenomenon, often known as infant `colic', has a substantial impact on parents and the \nhealth services and has attracted … Infant colic: a transient condition with no apparent effects …"")","I St James-Roberts, P Menon-Johansson - Early Human Development, 1999 - Elsevier"
[CITATION][C] Comparison of the short‐term effects of chiropractic spinal manipulation and occipital sacral decompression in the treatment of infant colic: a single‐blind …,"Comparison of the short‐term effects of chiropractic spinal manipulation and occipital sacral 
decompression in the treatment of infant colic: a single‐blind randomised comparison trial …","('[CITATION][C] Comparison of the short‐term effects of chiropractic spinal manipulation and occipital sacral decompression in the treatment of infant colic: a single‐blind\xa0…', 'Comparison of the short‐term effects of chiropractic spinal manipulation and occipital sacral \ndecompression in the treatment of infant colic: a single‐blind randomised comparison trial\xa0…')","M Browning, J Miller - Focus on Alternative and Complementary …, 2007 - Wiley Online Library"
[PDF][PDF] T1398 Gabapentin for Gastrointestinal Distress in Infants and Toddlers,"… Similarly, infant colic may be due to neuropathic pain and arousal. … for infant colic. Methods: 
We treated 41 subjects: 7 infants (mean age 3 mo, range 1-7 mo, 6 male) with infant colic …","('[PDF][PDF] T1398 Gabapentin for Gastrointestinal Distress in Infants and Toddlers', '… Similarly, infant colic may be due to neuropathic pain and arousal. … for infant colic. Methods: \nWe treated 41 subjects: 7 infants (mean age 3 mo, range 1-7 mo, 6 male) with infant colic …')","AM Fraitekh, JS Wolfson, SM Wolfson, JM Belmont… - …, 2008 - academia.edu"
Parent training programmes for managing infantile colic,"… the common nature of the condition, and the large amount of research investigating this area, 
there have been no breakthroughs in terms of the real mechanisms underlying infant colic. …","('Parent training programmes for managing infantile colic', '… the common nature of the condition, and the large amount of research investigating this area, \nthere have been no breakthroughs in terms of the real mechanisms underlying infant colic. …')","M Gordon, J Gohil, SSC Banks - Cochrane Database of …, 2019 - cochranelibrary.com"
[HTML][HTML] Development and validation of a Rome III functional gastrointestinal disorders questionnaire for infants and toddlers,"Objective: Functional gastrointestinal disorders (FGIDs) in infants and toddlers are common, 
but no questionnaire is available for use in clinic and research. The purpose of the present …","('[HTML][HTML] Development and validation of a Rome III functional gastrointestinal disorders questionnaire for infants and toddlers', 'Objective: Functional gastrointestinal disorders (FGIDs) in infants and toddlers are common, \nbut no questionnaire is available for use in clinic and research. The purpose of the present …')","MAL van Tilburg, A Rouster, D Silver… - Journal of pediatric …, 2016 - journals.lww.com"
[CITATION][C] Infant colic,Infant colic Infant colic …,"('[CITATION][C] Infant colic', 'Infant colic Infant colic …')","KA Nacey - Journal of emergency nursing, 1993 - pubmed.ncbi.nlm.nih.gov"
Childhood television viewing is associated with antisocial behavior in adulthood,"… It is possible that infant colic is an early life manifestation of those genes that later in life 
are … If infant colic is a migraine-related disorder, there are major treatment implications. …","('Childhood television viewing is associated with antisocial behavior in adulthood', '… It is possible that infant colic is an early life manifestation of those genes that later in life \nare … If infant colic is a migraine-related disorder, there are major treatment implications. …')","C McCarthy - The Journal of Pediatrics, 2013 - jpeds.com"
