Title,TruncAbstr,AugmTitle,Info
The effect of colic on oxygen extraction in horses,"… The results indicate that a right shift in OEC occurs in the most severe equine colic cases (GS3) 
as a result of acidosis and contributes to increased oxygen extraction between arterial …","('The effect of colic on oxygen extraction in horses', '… The results indicate that a right shift in OEC occurs in the most severe equine colic cases (GS3) \nas a result of acidosis and contributes to increased oxygen extraction between arterial …')","C Cambier, M Wierinckx, S Grulke, T Clerbaux… - The Veterinary …, 2008 - Elsevier"
[CITATION][C] Long term survival of equine colic cases. Part 3: risk factors for post operative complications,,"('[CITATION][C] Long term survival of equine colic cases. Part 3: risk factors for post operative complications', '')","NB French, GB Edwards, JE Smith, CJ Proudman - Equine vet. J, 2002"
[CITATION][C] Coagulation abnormalities in cases of equine colic,,"('[CITATION][C] Coagulation abnormalities in cases of equine colic', '')","IB Johnstone - Equine Colic Research. Proceedings ofthe second …, 1986"
[CITATION][C] Identification of endotoxin in equine colic patients: a preliminary study,"Identification of endotoxin in equine colic patients: a preliminary study … Identification of 
endotoxin in equine colic patients: a preliminary study [1992] … ""Identification of endotoxin …","('[CITATION][C] Identification of endotoxin in equine colic patients: a preliminary study', 'Identification of endotoxin in equine colic patients: a preliminary study … Identification of \nendotoxin in equine colic patients: a preliminary study [1992] … ""Identification of endotoxin\xa0…')","RR Steckel, NL Smith - Proceedings of the annual convention of the …, 1992 - agris.fao.org"
[CITATION][C] Prognosis in equine colic,,"('[CITATION][C] Prognosis in equine colic', '')","GB Edwards - Vet. Ann., 1988"
[PDF][PDF] The enigma of post operative recurrent colic: Challenges with diagnosis and management,"… (2004) Interstitial cells of Cajal (ICC) in equine colic: An immunohistochemical study of 
horses with obstructive disorders of the small and large intestines. Equine vet. J. …","('[PDF][PDF] The enigma of post operative recurrent colic: Challenges with diagnosis and management', '… (2004) Interstitial cells of Cajal (ICC) in equine colic: An immunohistochemical study of \nhorses with obstructive disorders of the small and large intestines. Equine vet. J. …')","S Hart, LL Southwood - Equine Veterinary Education, 2010 - aaep.org"
Abdominal Radiographic Examination,"Abdominal radiography in the horse is a useful ancillary diagnostic test for colic workup. 
This noninvasive test can be utilized to aid in the identification of the underlying cause and …","('Abdominal Radiographic Examination', 'Abdominal radiography in the horse is a useful ancillary diagnostic test for colic workup. \nThis noninvasive test can be utilized to aid in the identification of the underlying cause and …')","SM Puchalski - Practical Guide to Equine Colic, 2012 - books.google.com"
Examination of the horse with colic,"… A study of variables commonly used in examination of equine colic patients to assess 
their prognostic value …","('Examination of the horse with colic', '… A study of variables commonly used in examination of equine colic patients to assess \ntheir prognostic value …')","H Bonfig - Veterinary Clinics of North America: Equine Practice, 1988 - Elsevier"
[CITATION][C] Equine colic risk assessment on horse farms: A prospective study,,"('[CITATION][C] Equine colic risk assessment on horse farms: A prospective study', '')","NA White, MK Tinker, P Lessard - Proc. Am. Ass. Equine Pract, 1993"
A comparison of N-butylscopolammonium bromide and butorphanol tartrate for analgesia using a balloon model of abdominal pain in ponies.,"… more than 20 y in the management of some types of equine colic (2). In a recent study, under 
… It has been successfully used in the management of equine colic (3,4,5) and was used as a …","('A comparison of N-butylscopolammonium bromide and butorphanol tartrate for analgesia using a balloon model of abdominal pain in ponies.', '… more than 20 y in the management of some types of equine colic (2). In a recent study, under \n… It has been successfully used in the management of equine colic (3,4,5) and was used as a …')","CE Boatwright, SL Fubini, YT Grohn… - Canadian journal of …, 1996 - ncbi.nlm.nih.gov"
"[CITATION][C] Fessler JF u. Bottoms GD. Equine endotoxemia: Effects on cardiac output and coronary blood flow. 1985 b, Equine colic Res. 2",,"('[CITATION][C] Fessler JF u. Bottoms GD. Equine endotoxemia: Effects on cardiac output and coronary blood flow. 1985 b, Equine colic Res. 2', '')","DS Ward - Proc. 2nd Equine colic Res. Symp., Georgia"
[CITATION][C] The preliminary analysis of 546 cases of equine colic referred to the university of Liverpool during a two year period (1994-96),,"('[CITATION][C] The preliminary analysis of 546 cases of equine colic referred to the university of Liverpool during a two year period (1994-96)', '')","SER EDWARDS, GB EDWARDS, CJ PROUDMAN - EQUINE COLIC RES SYMP, 1998"
Determination of the acid-base status in 50 horses admitted with colic between December 1998 and May 1999.,"… Clinical evaluation of blood lactate levels in equine colic. Equine Vet J 1976;8:49-54. Gossett 
… Prognosis in equine colic patients using multivariable analysis. Can J Vet Res 1989;53:87-…","('Determination of the acid-base status in 50 horses admitted with colic between December 1998 and May 1999.', '… Clinical evaluation of blood lactate levels in equine colic. Equine Vet J 1976;8:49-54. Gossett \n… Prognosis in equine colic patients using multivariable analysis. Can J Vet Res 1989;53:87-…')","G Nappert, PJ Johnson - The Canadian Veterinary Journal, 2001 - ncbi.nlm.nih.gov"
[CITATION][C] Risk factors for acute equine colic: results of a multi-center case-control study,,"('[CITATION][C] Risk factors for acute equine colic: results of a multi-center case-control study', '')","MJ Reeves, MD Salman - Proc. 5th Equine Colic Res. Symp., Univ of Georgia, 1994"
[CITATION][C] Establishing clincial guidelines for the treatment of equine colic in developing countries,,"('[CITATION][C] Establishing clincial guidelines for the treatment of equine colic in developing countries', '')","ML Curran, AP Stringer, J Harry, SL Freeman… - … International Equine Colic …, 2014"
Coagulopathies in horses with colic,"… During hospitalization (second study), evaluation of plasma D-dimer concentration has 
shown to be a useful tool to monitor hypercoagulative states in equine colic cases. Important …","('Coagulopathies in horses with colic', '… During hospitalization (second study), evaluation of plasma D-dimer concentration has \nshown to be a useful tool to monitor hypercoagulative states in equine colic cases. Important …')",C Cesarini Latorre - 2013 - orbi.uliege.be
[CITATION][C] Evaluation of ketofen (ketoprofen) as an analgesic drug in treating clinical cases of equine colic,,"('[CITATION][C] Evaluation of ketofen (ketoprofen) as an analgesic drug in treating clinical cases of equine colic', '')","MJ Gregoricka, M Betley - Proceedings of Fourth Equine Colic Research …, 1991"
"[CITATION][C] H. and White, NA (1986) Incidence of equine colic in the University of Georgia ambulatory practice",,"('[CITATION][C] H. and White, NA (1986) Incidence of equine colic in the University of Georgia ambulatory practice', '')","J Foreman - Proc. Equine Colic Res. 2, 30"
Instrumentation and techniques in equine gastrointestinal surgery,"… In Proceedings of the Equine Colic Research Symposium, University of Georgia, 1982, p … 
In Proceedings of the Fifth Equine Colic Research Symposium, University of Georgia, 1994, p …","('Instrumentation and techniques in equine gastrointestinal surgery', '… In Proceedings of the Equine Colic Research Symposium, University of Georgia, 1982, p … \nIn Proceedings of the Fifth Equine Colic Research Symposium, University of Georgia, 1994, p …')","POE Mueller, D Allen - Veterinary Clinics of North America: Equine Practice, 1996 - Elsevier"
"[CITATION][C] The use of Allopurinol in an endotoxin shock model in the horse. 1985, Equine colic research 2",,"('[CITATION][C] The use of Allopurinol in an endotoxin shock model in the horse. 1985, Equine colic research 2', '')","FK Lochner - Proc. 2nd Equine colic Res. Symp., Georgia"
