,AugmTitle
378,"('Alcohol, probiotics, diabetes', '… in infant colic Recent research has suggested that probiotics may alleviate infant colic, which \n… However, the largest RCT to date to have assessed probiotics in infant colic failed to find …')"
379,"('[PDF][PDF] The Effect of Synbiotics on the Duration of Crying Time in Infants with Abdominal Colic', 'Objectives: Infantile colic is a condition which is seen commonly in infants that has psychosocial \neffects. The objective of this study was to evaluate the effectiveness of synbiotics with 4 …')"
380,"('Infant colic', '… an association between infant colic and … infant colic, what is known about its cause, the \nevidence for a connection to migraine, and a proposed approach to management of infant colic …')"
381,"('A systematic review of treatments for infant colic', '… The Wessel definition for infant colic was used in some form by 9 (41%) of the studies … \nin infant colic found that it had no significant impact on the symptoms of infant colic, but that …')"
382,"('Infant colic: mechanisms and management', '… , inconsolable, excessive and unexplained character, it is often referred to as infant colic \nor excessive crying. Although infant colic is a benign and usually self-limiting condition, it is a …')"
383,"('Infant colic syndrome—maternal fantasies of aggression and infanticide', ""… Summary: This study examined the impact of infant colic on … of infanticide during their \ninfant's colic episodes, a finding … symptoms in response to their infant's colic. More than 90% of …"")"
384,"('Prevalence of infant colic', 'Colic affected 16% of 843 infants. It was not related to breast or cows9 milk feeding. Increased prevalence was noted if cereals or solids had been introduced during the first 3\xa0…')"
385,"('New treatments for infant colic', '… that there is no good evidence to show that spinal manipulation is effective for infant colic. … \nLong-term effects of infant colic: a survey comparison of chiropractic treatment and …')"
386,"(""Infant colic: a pediatric gastroenterologist's perspective"", ""… Other symptoms and signs have been associated with the syndrome of infant colic (Table \n1), Our studies of 54 infants who satisfied Wessel's definition of colic on prospective behavior …"")"
387,"('Changing our understanding of infant colic', '… pattern has not solved the clinical problem of infant colic; rather, it has provided important … \nof infant colic in which, importantly, there was some means of measuring infant colic when it …')"
388,"('Why are they having infant colic? A nested case–control study', '… ) and environmental (maternal smoking, nutrition and psychological status, mother–child \nbonding, family structure, support for the mother, familial atopy) risk factors for infant colic and to …')"
389,"('Human breast milk contains bovine lgG. Relationship to infant colic?', '… casein, might play a pathogenetic role in infant colic. Therefore, a radioimmunoassay was \nused … infants, and that bovine IgG may possibly be involved in the pathogenesis of infant colic. …')"
390,"('What is the efficacy of probiotics in treating infantile colic?', '… : The New Rome IV Criteria for Functional Gastrointestinal Disorders in Infants and Toddlers \nreleased in March 2017 recognizes the existing evidence for the treatment of infant colic …')"
391,"('[PDF][PDF] Causes of infantile colic and simple support measures', '… The evidence from the systematic review also suggests that the use of hydrolysed infant \nformula can be effective in reducing the symptoms of infant colic in formula fed infants, however …')"
392,"('[HTML][HTML] Management of musculoskeletal dysfunction in infants', '… Excessive crying (or infant colic) is a common pain syndrome of infancy without any \nspecific known aetiology or effective management. Many cases result in long‑term poor sleep, …')"
393,"('Emergence of a developmental explanation for prolonged crying in 1-to 4-month-old infants: review of the evidence', '… , these unexplained bouts of crying in young infants traditionally have been attributed to \ngastrointestinal (GI) disturbance and pain, leading to the clinical designation infant colic. We …')"
394,"('[CITATION][C] New dietary management of infant colic', '')"
395,"('[CITATION][C] A comprehensive of infant colic: Parents and nurses', '')"
396,"('[CITATION][C] Coping with Infant Colic, A Guide for Parents', '')"
397,"('[CITATION][C] LANGENDAM a Ineke DE KRUIJFF. Reporting Outcome Measures in Trials of Infant Colic', '')"
398,"('[CITATION][C] Infant Colic May Be Early Migraine', '')"
399,"('[CITATION][C] Understanding Infant Colic, 2009', '')"
400,"('[PDF][PDF] Dietary modifications for infantile colic', '… We will also analyze the effect of using the stringent Wessel definition of infant colic (Wessel \n1954), the more recent definition given by Hyman 2006, or a non-recognized definition. …')"
401,"('A critical review of the marketing claims of infant formula products in the United States', '… The Clinical Evidence review identified 2 studies of the effect of soy-based formulas on infant \ncolic of which one was too small, and the other suffered from methodological weaknesses. …')"
402,"('[PDF][PDF] Clinical clues to organic etiologies in infants with colic', '… protein for the treatment of infant colic syndrome: a randomized trial. Pediatrics. 1988; 81: \n756-761. … Dietary treatment of infant colic: a double-blind study. Journal of the Royal College of …')"
403,"('Infantile colic, prolonged crying and maternal postnatal depression', 'Aim: To study if infant crying is associated with maternal postnatal depression. Methods: Data \nfrom 1015 mothers and their children participating in a prospective European multicentre …')"
404,"('Aetiological associations in infantile colic: an hypothesis', 'One hundred and thirty consecutively‐born babies were studied prospectively to determine \nwhether events during labour could predispose the infant to develop infantile colic. The …')"
405,"('Do probiotics help babies with infantile colic?', '… the terms infantile colic OR infant colic OR excessively crying OR fuss behaviour OR feeding \nproblems OR sleeping problems OR infant* colic* AND probiotics OR Lactobacillus OR …')"
406,"('Gastroesophageal reflux disease, colic and constipation in infants with food allergy', 'Food allergy may contribute to gastroesophageal reflux disease, colic or constipation in \ninfancy. Infants with these conditions often respond to hypoallergenic formula or a maternal …')"
407,"(""Smoking during pregnancy and infant colic.(Women's Health Update)"", ""… Smoking during pregnancy and infant colic. (Women's Health Update) … Among infants \nwhose mothers smoke 15 or more cigarettes daily during their pregnancy, the risk of infant colic …"")"
408,"('Infantile colic and transient developmental lag in the first year of life', 'This study investigates the impact of infantile colic on subsequent development. Infants with \na history of colic scored significantly lower on the Mental and Psychomotor scales of the …')"
409,"('Treatment of infantile colic with surface active substance (simethicone)', 'The effect of Simethicone on “colicky” (n=27) infants was tested in a double‐blind cross‐over \nstudy. Three different parameters were used to measure the efficiency of the treatment: …')"
